No.Item	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
370855	ZSCR	551	030-1	NA	'054	5WK44748	NA	A2C8025640093	1	1301	pcb assy HONHRS6 V07 TOP	NA	HALB	S.Real	156.21	PS_HONDA HRS6_J.JUAN CH	NO	4972129481
370857	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	53.88	PS_HONDA HRS6_J.JUAN CH	NO	4972130241
370859	ZSCR	551	030-1	NA	'054	5WK44748	NA	A2C8025640092	1	1301	pcb assy HONHRS6 V07 BOTTOM	NA	HALB	S.Real/AutoBF	49.83	PS_HONDA HRS6_J.JUAN CH	NO	4972130257
370861	ZSCR	551	030-1	NA	'054	5WK44354	NA	A2C53429875B	1	1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	86.33	PS_HYUNDAI_.	NO	4972130269
370862	ZSCR	551	030-1	NA	'054	5WK44354	NA	A2C53429875B	1	1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	86.33	PS_HYUNDAI_.	NO	4972130269
370864	ZSCR	551	030-1	NA	'054	5WK44354	NA	A2C53429875B	1	1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	86.33	PS_HYUNDAI_.	NO	4972130269
370869	ZSCR	551	030-1	NA	'054	5WK44354	NA	A2C53429875B	4	1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	345.32	PS_HYUNDAI_.	NO	4972130269
370872	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C3250900093	1	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	134.66	PSAD_VW20_U.ULISES VILL	NO	4972129924
370873	ZSCR	551	030-1	NA	'054	5WK44461	NA	A2C53404914	1	1301	pcb assy HONHRS5 V30	NA	HALB	S.Real/AutoBF	357.45	PS_HONDA HRS5_.	NO	4972130177
370875	ZSCR	551	030-1	NA	'054	5WK44461	NA	A2C53404914	1	1301	pcb assy HONHRS5 V30	NA	HALB	S.Real/AutoBF	357.45	PS_HONDA HRS5_.	NO	4972130177
370877	ZSCR	551	030-1	NA	'054	A2C83971800	NA	A2C8397200092	1	1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	152.61	PS_SDM10+_C.CAROLINA OT	NO	4972130300
370879	ZSCR	551	030-1	NA	'054	A2C83971800	NA	A2C8397200092	1	1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	152.61	PS_SDM10+_C.CAROLINA OT	NO	4972130300
370880	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C3250900092	1	1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	86.7	PSAD_VW20_U.ULISES VILL	NO	4972130361
370882	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C3250900092	1	1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	86.7	PSAD_VW20_U.ULISES VILL	NO	4972130361
370883	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C3250900093	1	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	134.66	PSAD_VW20_U.ULISES VILL	NO	4972129924
370886	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C3250900092	1	1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	86.7	PSAD_VW20_U.ULISES VILL	NO	4972130361
370888	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C3250900092	1	1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	86.7	PSAD_VW20_U.ULISES VILL	NO	4972130361
370889	ZSCR	551	030-1	NA	'054	5WK44630	NA	A2C3250900093	1	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	134.66	PSAD_VW20_U.ULISES VILL	NO	4972129924
370891	ZSCR	551	030-1	NA	'054	5WY90210	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_E.EDWIN	NO	4972128639
370893	ZSCR	551	030-1	NA	'054	A2C38081601	NA	A2C5337549693	1	1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	250.89	PS_ARAMIS III_E.EDWIN R	NO	4972128820
370895	ZSCR	551	030-1	NA	'054	A2C38081601	NA	A2C5337549693	1	1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	250.89	PS_ARAMIS III_E.EDWIN R	NO	4972128820
370896	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	395.22	PS_ARAMIS III_E.EDWIN R	NO	4972128849
370898	ZSCR	551	030-1	NA	'054	5WK44771	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	395.22	PS_ARAMIS III_E.EDWIN R	NO	4972128849
370900	ZSCR	551	030-1	NA	'054	A2C38081601	NA	A2C53375496	1	1301	pcb assy DAGARM3 V04	NA	HALB	S.Real	318.89	PS_ARAMIS III_E.EDWIN R	NO	4972128815
370902	ZSCR	551	030-1	NA	'054	A2C38081601	NA	A2C53375496	1	1301	pcb assy DAGARM3 V04	NA	HALB	S.Real	318.89	PS_ARAMIS III_E.EDWIN R	NO	4972128815
370903	ZSCR	551	030-1	NA	'054	A2C38081901	NA	A2C53375499	1	1301	pcb assy DAGARM3 V09	NA	HALB	S.Real	347.77	PS_ARAMIS III_E.EDWIN R	NO	4972128840
370904	ZSCR	551	030-1	NA	'054	A2C38081601	NA	A2C53375496	1	1301	pcb assy DAGARM3 V04	NA	HALB	S.Real	318.89	PS_ARAMIS III_E.EDWIN R	NO	4972128815
370918	ZSCR	551	034-2	NA	'054	5WK44667	NA	A2C35116100	4	1342	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	1671.92	PSAD_DAIMLER STAR 2_A.A	NO	4972129707
370920	ZSCR	551	034-2	NA	'054	5WK44461	NA	A2C53404914	1	1342	pcb assy HONHRS5 V30	NA	HALB	S.Real/AutoBF	357.45	PS_HONDA HRS5_.	NO	4972130188
370921	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	1401	IM Chrysler RT ORC MY13	NA	HALB	S.Real	364.32	PS_CHRYSLER MY2013_E.ED	NO	4972129141
370922	ZSCR	551	040-1	NA	'054	A2C86816800	NA	A2C86617100	1	1401	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	460.56	PS_ARAMIS III_E.EDWIN R	NO	4972129002
370924	ZSCR	551	034-2	NA	'054	5WK44600	NA	A2C80216600	2	1342	pcb assy HONHRS6 D_4	NA	HALB	S.Real	665.66	PS_HONDA HRS6_J.JUAN CH	NO	4972129380
370927	ZSCR	551	040-1	NA	'054	A2C83972000	NA	A2C83972000	1	1401	pcb topSMD	NA	HALB	S.Real	387.08	PS_SDM10_C.CAROLINA OTA	NO	4972129516
370928	ZSCR	551	040-1	NA	'054	5WK44354	NA	A2C53429875	1	1401	pcb assy PTFSPEED10 V10	NA	HALB	S.Real	224.23	PS_HYUNDAI_.	NO	4972129496
370932	ZSCR	551	050-1	NA	'054	5WY89350	NA	A2C31080700	1	1501	IM Chrysler RT ORC MY13	NA	HALB	S.Real	364.32	PS_CHRYSLER MY2013_E.ED	NO	4972129159
370933	ZSCR	551	034-2	NA	'054	A2C37744300	NA	A2C37744300	1	1342	FIAT 326 3V Insercion	NA	HALB	S.Real	174.17	PS_FIAT BRAZIL_E.EDWIN	NO	4972129237
370935	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C31080700	2	1342	IM Chrysler RT ORC MY13	NA	HALB	S.Real	728.64	PS_CHRYSLER MY2013_E.ED	NO	4972129119
370938	ZSCR	551	040-2	NA	'054	A2C38081601	NA	A2C53375496	1	1402	pcb assy DAGARM3 V04	NA	HALB	S.Real	318.89	PS_ARAMIS III_E.EDWIN R	NO	4972129038
370945	ZSCR	551	040-2	NA	'054	A2C8712920093	NA	A2C8712920093	1	1402	pcb assy GMSDM30 Top	NA	HALB	S.Real	519.54	PS_SDM10+_C.CAROLINA OT	NO	4972129611
370950	ZSCR	551	034-2	NA	'054	5WK43760	NA	A2C53221384	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	457.09	OC_OCS NISSAN_A.ANA TAP	NO	4972130000
370958	ZSCR	551	042-4	NA	'054	5WK43760	NA	A2C53221384	1	1424	keypad assy	NA	HALB	S.Real/AutoBF	457.09	OC_OCS NISSAN_A.ANA TAP	NO	4972130044
370979	ZSCR	551	030-1	NA	'054	A2C81542600	NA	A2C81543200	1	1301	pcb assy	NA	HALB	S.Real	451.04	PS_ARAMIS 2012_E.EDWIN	NO	4972128733
370980	ZSCR	551	040-1	NA	'054	A2C81542600	NA	A2C81543200	1	1401	pcb assy	NA	HALB	S.Real	451.04	PS_ARAMIS 2012_E.EDWIN	NO	4972128747
371003	ZSCR	551	034-2	NA	'054	A2C89730900	NA	A2C8021660002	1	1342	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	332.83	PS_HONDA HRS6_J.JUAN CH	NO	4972130227
371077	ZSCR	551	040-1	NA	'054	A2C37744300	NA	A2C37744300	1	1401	FIAT 326 3V Insercion	NA	HALB	S.Real	174.17	PS_FIAT BRAZIL_E.EDWIN	NO	4972129246
371080	ZSCR	551	040-3	NA	'054	5WK44667	NA	A2C35116100	1	1403	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	417.98	PSAD_DAIMLER STAR 2_A.A	NO	4972129795
371083	ZSCR	551	040-3	NA	'054	5WK44667	NA	A2C35116100	1	1403	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	417.98	PSAD_DAIMLER STAR 2_A.A	NO	4972129795
371086	ZSCR	551	040-3	NA	'054	5WK44354	NA	A2C53429875	1	1403	pcb assy PTFSPEED10 V10	NA	HALB	S.Real	224.23	PS_HYUNDAI_.	NO	4972129506
371090	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C31080700	1	1403	IM Chrysler RT ORC MY13	NA	HALB	S.Real	364.32	PS_CHRYSLER MY2013_E.ED	NO	4972129150
371262	ZSCR	551	034-2	NA	'054	A2C53375496	NA	A2C5337549693	5	1342	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	1254.45	PS_ARAMIS III_E.EDWIN R	NO	4972128941
371263	ZSCR	551	034-2	NA	'054	5WK44292	NA	A2C53395077	6	1342	pcb assy	NA	HALB	S.Real	456.72	OC_BOSE BMW_A.ANA TAPIA	NO	4972128441
371269	ZSCR	551	030-1	NA	'054	A2C8334140093	NA	A2C8334140092	4	1301	pcb topSMD Bottom	NA	HALB	S.Real/AutoBF	314.4	PS_SDM10+_C.CAROLINA OT	NO	4972130286
371276	ZSCR	551	030-1	NA	'054	A2C5337549693	NA	A2C5337549692	1	1301	pcb assy DAGARM3 V04 bottom	NA	HALB	S.Real/AutoBF	81.12	PS_ARAMIS III_E.EDWIN R	NO	4972130082
371277	ZSCR	551	030-1	NA	'054	A2C86617100	NA	A2C8661710093	1	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	392.43	PS_ARAMIS III_E.EDWIN R	NO	4972128927
371278	ZSCR	551	030-1	NA	'054	A2C86617100	NA	A2C8661710093	2	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	784.86	PS_ARAMIS III_E.EDWIN R	NO	4972128927
371280	ZSCR	551	030-1	NA	'054	A2C53375496	NA	A2C5337549693	1	1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	250.89	PS_ARAMIS III_E.EDWIN R	NO	4972128820
371282	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	77.94	OC_BOSE VW_A.ANA TAPIA-	NO	4972128520
371284	ZSCR	551	030-1	NA	'054	A2C84835300	NA	A2C8483530093	1	1301	pcb assy VW10 V08 top	NA	HALB	S.Real	219.51	PS_VW10 LC_U.ULISES VIL	NO	4972129657
371285	ZSCR	551	030-1	NA	'054	A2C84835300	NA	A2C8483530093	1	1301	pcb assy VW10 V08 top	NA	HALB	S.Real	219.51	PS_VW10 LC_U.ULISES VIL	NO	4972129657
371286	ZSCR	551	030-1	NA	'054	A2C84835300	NA	A2C8483530093	1	1301	pcb assy VW10 V08 top	NA	HALB	S.Real	219.51	PS_VW10 LC_U.ULISES VIL	NO	4972129657
371287	ZSCR	551	030-1	NA	'054	A2C84835300	NA	A2C8483530093	1	1301	pcb assy VW10 V08 top	NA	HALB	S.Real	219.51	PS_VW10 LC_U.ULISES VIL	NO	4972129657
371288	ZSCR	551	030-1	NA	'054	A2C84835300	NA	A2C8483530093	1	1301	pcb assy VW10 V08 top	NA	HALB	S.Real	219.51	PS_VW10 LC_U.ULISES VIL	NO	4972129657
371289	ZSCR	551	030-1	NA	'054	A2C84835300	NA	A2C8483530093	1	1301	pcb assy VW10 V08 top	NA	HALB	S.Real	219.51	PS_VW10 LC_U.ULISES VIL	NO	4972129657
371290	ZSCR	551	030-1	NA	'054	A2C84835300	NA	A2C8483530093	1	1301	pcb assy VW10 V08 top	NA	HALB	S.Real	219.51	PS_VW10 LC_U.ULISES VIL	NO	4972129657
371292	ZSCR	551	030-1	NA	'054	A2C84835300	NA	A2C8483530093	3	1301	pcb assy VW10 V08 top	NA	HALB	S.Real	658.53	PS_VW10 LC_U.ULISES VIL	NO	4972129657
371293	ZSCR	551	030-1	NA	'054	A2C8483530093	NA	A2C8483530092	1	1301	pcb assy VW10 V08 bottom	NA	HALB	S.Real/AutoBF	39.72	PS_VW10 LC_U.ULISES VIL	NO	4972130326
371294	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070092	1	1301	SMT Bot Chrysler RT ORC MY13	NA	HALB	S.Real/AutoBF	122.04	PS_CHRYSLER MY2013_E.ED	NO	4972130124
371295	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070092	1	1301	SMT Bot Chrysler RT ORC MY13	NA	HALB	S.Real/AutoBF	122.04	PS_CHRYSLER MY2013_E.ED	NO	4972130124
371300	ZSCR	551	030-1	NA	'054	A2C53375497	NA	A2C5337549793	1	1301	pcb assy DAGARM3 V07 Top	NA	HALB	S.Real	253.63	PS_ARAMIS III_E.EDWIN R	NO	4972128828
371301	ZSCR	551	030-1	NA	'054	A2C53375497	NA	A2C5337549793	1	1301	pcb assy DAGARM3 V07 Top	NA	HALB	S.Real	253.63	PS_ARAMIS III_E.EDWIN R	NO	4972128828
371302	ZSCR	551	030-1	NA	'054	A2C53375497	NA	A2C5337549793	1	1301	pcb assy DAGARM3 V07 Top	NA	HALB	S.Real	253.63	PS_ARAMIS III_E.EDWIN R	NO	4972128828
371304	ZSCR	551	030-1	NA	'054	A2C86617100	NA	A2C8661710093	1	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	392.43	PS_ARAMIS III_E.EDWIN R	NO	4972128927
371305	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	1	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	87.88	PS_ARAMIS III_E.EDWIN R	NO	4972130096
371306	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	1	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	87.88	PS_ARAMIS III_E.EDWIN R	NO	4972130096
371307	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	1	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	87.88	PS_ARAMIS III_E.EDWIN R	NO	4972130096
371308	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	1	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	87.88	PS_ARAMIS III_E.EDWIN R	NO	4972130096
371309	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	1	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	87.88	PS_ARAMIS III_E.EDWIN R	NO	4972130096
371310	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	1	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	87.88	PS_ARAMIS III_E.EDWIN R	NO	4972130096
371311	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	1	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	87.88	PS_ARAMIS III_E.EDWIN R	NO	4972130096
371312	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770092	1	1301	pcb assy HONHRS6 V20 BOTTOM	NA	HALB	S.Real/AutoBF	54.02	PS_HONDA HRS6_J.JUAN CH	NO	4972130250
371314	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	287.22	PS_HONDA HRS6_J.JUAN CH	NO	4972129464
371315	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770092	1	1301	pcb assy HONHRS6 V20 BOTTOM	NA	HALB	S.Real/AutoBF	54.02	PS_HONDA HRS6_J.JUAN CH	NO	4972130250
371349	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	364.32	PS_CHRYSLER MY2013_E.ED	NO	4972129086
371351	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32509000	1	1301	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	153.51	PSAD_VW20_U.ULISES VILL	NO	4972129914
371352	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32509000	2	1301	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	307.02	PSAD_VW20_U.ULISES VILL	NO	4972129914
371353	ZSCR	551	030-1	NA	'054	A2C37924700	NA	A2C37744300	1	1301	FIAT 326 3V Insercion	NA	HALB	S.Real	174.17	PS_FIAT BRAZIL_E.EDWIN	NO	4972129216
371355	ZSCR	551	030-1	NA	'054	A2C85606100	NA	A2C3268040093	1	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	288.18	PS_HONDA HRS6_J.JUAN CH	NO	4972129291
371356	ZSCR	551	030-1	NA	'054	A2C85606100	NA	A2C3268040092	1	1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	54.5	PS_HONDA HRS6_J.JUAN CH	NO	4972130208
371357	ZSCR	551	030-1	NA	'054	A2C85606100	NA	A2C3268040092	1	1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	54.5	PS_HONDA HRS6_J.JUAN CH	NO	4972130208
371359	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040092	1	1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	54.5	PS_HONDA HRS6_J.JUAN CH	NO	4972130208
371360	ZSCR	551	030-1	NA	'054	A2C85606100	NA	A2C3268040092	1	1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	54.5	PS_HONDA HRS6_J.JUAN CH	NO	4972130208
371361	ZSCR	551	030-1	NA	'054	A2C85606200	NA	A2C3268040093	1	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	288.18	PS_HONDA HRS6_J.JUAN CH	NO	4972129291
371363	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040092	1	1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	54.5	PS_HONDA HRS6_J.JUAN CH	NO	4972130208
371364	ZSCR	551	030-1	NA	'054	A2C85606200	NA	A2C3268040092	1	1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	54.5	PS_HONDA HRS6_J.JUAN CH	NO	4972130208
371380	ZSCR	551	030-1	NA	'054	A2C81542300	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_E.EDWIN	NO	4972128639
371381	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	364.32	PS_CHRYSLER MY2013_E.ED	NO	4972129086
371385	ZSCR	551	030-1	NA	'054	A2C3268040002	NA	A2C3268040093	1	1301	pcb assy HONHRS6 V11 top side	NA	HALB	S.Real	288.18	PS_HONDA HRS6_J.JUAN CH	NO	4972129291
371387	ZSCR	551	030-1	NA	'054	A2C85606100	NA	A2C3268040092	1	1301	pcb assy HONHRS6 V11 bottom side	NA	HALB	S.Real/AutoBF	54.5	PS_HONDA HRS6_J.JUAN CH	NO	4972130208
371390	ZSCR	551	030-1	NA	'054	A2C81542700	NA	A2C53388687	1	1301	circuit board assy	NA	HALB	S.Real	390.33	PS_ARAMIS 2012_E.EDWIN	NO	4972128639
371391	ZSCR	551	030-1	NA	'054	A2C84851600	NA	A2C84835300	1	1301	pcb assy VW10 V08	NA	HALB	S.Real	286.71	PS_VW10 LC_U.ULISES VIL	NO	4972129644
371394	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32509000	1	1301	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	153.51	PSAD_VW20_U.ULISES VILL	NO	4972129914
371400	ZSCR	551	034-2	NA	'054	5WK44564	NA	A2C32680400	3	1342	pcb assy HONHRS6 D_11	NA	HALB	S.Real	1000.68	PS_HONDA HRS6_J.JUAN CH	NO	4972129282
371403	ZSCR	551	040-3	NA	'054	5WK44551	NA	A2C53287874	1	1403	pcb assy	NA	HALB	S.Real	59.41	OC_OCS NISSAN_A.ANA TAP	NO	4972128594
371405	ZSCR	551	034-2	NA	'054	A2C86816800	NA	A2C86617100	1	1342	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	460.56	PS_ARAMIS III_E.EDWIN R	NO	4972128972
371407	ZSCR	551	034-2	NA	'054	A2C38070400	NA	A2C33209500	1	1342	FIAT 310 IM Subassembly V16	NA	HALB	S.Real	168.6	PS_FIAT BRAZIL_E.EDWIN	NO	4972129196
371408	ZSCR	551	034-2	NA	'054	A2C30910800	NA	A2C32509000	1	1342	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	153.51	PSAD_VW20_U.ULISES VILL	NO	4972129949
371414	ZSCR	551	034-2	NA	'054	A2C38081701	NA	A2C53375497	1	1342	pcb assy DAGARM3 V07	NA	HALB	S.Real	321.63	PS_ARAMIS III_E.EDWIN R	NO	4972128962
									727									
