area,tecnologia,defecto,division,causa,proyecto,division
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,MAL FLUJO,B&S,METODO,BCM,B&S
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,UNIDAD DAÑADA,B&S,MANO DE OBRA,BCM,B&S
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,UNIDAD DAÑADA,B&S,MAQUINA,BCM,B&S
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,UNIDAD DAÑADA,B&S,METODO,BCM,B&S
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,UNIDAD GOLPEADA,B&S,MANO DE OBRA,BCM,B&S
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,UNIDAD GOLPEADA,B&S,MAQUINA,BCM,B&S
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,UNIDAD GOLPEADA,B&S,METODO,BCM,B&S
DIAGNOSTICO,DIAGNOSTICO,MALA REPARACION,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,CAMBIO DE INGENIERIA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,CAMBIO DE INGENIERIA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,CAMBIO DE INGENIERIA,B&S,METODO,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,CAMBIO DE LAYOUT,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,CAMBIO DE LAYOUT,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,CAMBIO DE LAYOUT,B&S,METODO,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,DEFECTO DE PROVEEDOR,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,DEFECTO DE PROVEEDOR,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,DEFECTO DE PROVEEDOR,B&S,METODO,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,DEFECTO DE PROVEEDOR,B&S,PROVEEDOR,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,DIAGNOSTICO EXAHUSTIVO,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,DIAGNOSTICO EXAHUSTIVO,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,DIAGNOSTICO EXAHUSTIVO,B&S,METODO,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,EXCESO DE PASS-COUNT,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,EXCESO DE PASS-COUNT,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,EXCESO DE PASS-COUNT,B&S,METODO,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,INDICE VIEJO,B&S,METODO,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,MATERIAL OBSOLETO,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,MATERIAL OBSOLETO,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,MATERIAL OBSOLETO,B&S,METODO,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,MUESTRA OBSOLETA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,MUESTRA OBSOLETA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,MUESTRA OBSOLETA,B&S,METODO,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,PRUEBAS ABA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,PRUEBAS ABA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,PRUEBAS ABA,B&S,METODO,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,UNIDAD CON SERIAL DUPLICADO,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,UNIDAD CON SERIAL DUPLICADO,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,UNIDAD CON SERIAL DUPLICADO,B&S,METODO,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,UNIDADES DE PRUEBA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,UNIDADES DE PRUEBA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,JAULA DE CALIDAD,UNIDADES DE PRUEBA,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,CAMBIO DE INGENIERIA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CAMBIO DE INGENIERIA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CAMBIO DE INGENIERIA,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,CAMBIO DE LAYOUT,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CAMBIO DE LAYOUT,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CAMBIO DE LAYOUT,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCASA ABIERTA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCASA ABIERTA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCASA ABIERTA,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCASA QUEBRADA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCASA QUEBRADA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCASA QUEBRADA,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCASA RAYADA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCASA RAYADA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCASA RAYADA,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCAZA DAÑADA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCAZA DAÑADA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,CARCAZA DAÑADA,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,DATAMATRIX ILEGIBLE,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,DATAMATRIX ILEGIBLE,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,DATAMATRIX ILEGIBLE,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,DATAMATRIX INCORRECTA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,DATAMATRIX INCORRECTA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,DATAMATRIX INCORRECTA,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,DATAMATRIX MAL IMPRESO,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,DATAMATRIX MAL IMPRESO,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,DATAMATRIX MAL IMPRESO,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,DEFECTOS COSMETICOS Y /O RETRABAJO,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,DEFECTOS COSMETICOS Y /O RETRABAJO,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,DEFECTOS COSMETICOS Y /O RETRABAJO,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,DEFECTOS COSMETICOS Y /O RETRABAJO,B&S,PROVEEDOR,BCM,B&S
DIAGNOSTICO,RETRABAJO,MAL ENSAMBLADA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,MAL ENSAMBLADA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,MAL ENSAMBLADA,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,MAL FLUJO,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,MAL FLUJO,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,MAL FLUJO,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,MALA REPARACION,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,MALA REPARACION,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,MALA REPARACION,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,PAD VOLADO,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,PAD VOLADO,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,PAD VOLADO,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,PCB QUEMADO,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,PCB QUEMADO,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,PCB QUEMADO,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,PISTA DAÑADA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,PISTA DAÑADA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,PISTA DAÑADA,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,PRUEBA DE INGENIERIA,B&S,METODO,BCM,B&S
DIAGNOSTICO,RETRABAJO,UNIDAD DAÑADA,B&S,MANO DE OBRA,BCM,B&S
DIAGNOSTICO,RETRABAJO,UNIDAD DAÑADA,B&S,MAQUINA,BCM,B&S
DIAGNOSTICO,RETRABAJO,UNIDAD DAÑADA,B&S,METODO,BCM,B&S
SMD,AOI,ADICIONALES,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,ADICIONALES,B&S,MAQUINA,BCM,B&S
SMD,AOI,ADICIONALES,B&S,METODO,BCM,B&S
SMD,AOI,BARRIDA,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,BARRIDA,B&S,MAQUINA,BCM,B&S
SMD,AOI,BARRIDA,B&S,METODO,BCM,B&S
SMD,AOI,CANTO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,CANTO,B&S,MAQUINA,BCM,B&S
SMD,AOI,CANTO,B&S,METODO,BCM,B&S
SMD,AOI,COBRE EXPUESTO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,COBRE EXPUESTO,B&S,MAQUINA,BCM,B&S
SMD,AOI,COBRE EXPUESTO,B&S,METODO,BCM,B&S
SMD,AOI,COMP INVERTIDO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,COMP INVERTIDO,B&S,MAQUINA,BCM,B&S
SMD,AOI,COMP INVERTIDO,B&S,METODO,BCM,B&S
SMD,AOI,COMPONENTE DE CABEZA,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,COMPONENTE DE CABEZA,B&S,MAQUINA,BCM,B&S
SMD,AOI,COMPONENTE DE CABEZA,B&S,METODO,BCM,B&S
SMD,AOI,COMPONENTE ELEVADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,COMPONENTE ELEVADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,COMPONENTE ELEVADO,B&S,METODO,BCM,B&S
SMD,AOI,COMPONENTE EQUIVOCADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,COMPONENTE EQUIVOCADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,COMPONENTE EQUIVOCADO,B&S,METODO,BCM,B&S
SMD,AOI,COMPONENTE FRACTURADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,COMPONENTE FRACTURADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,COMPONENTE FRACTURADO,B&S,METODO,BCM,B&S
SMD,AOI,COMPONENTE GIRADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,COMPONENTE GIRADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,COMPONENTE GIRADO,B&S,METODO,BCM,B&S
SMD,AOI,COMPONENTE MAL COLOCADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,COMPONENTE MAL COLOCADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,COMPONENTE MAL COLOCADO,B&S,METODO,BCM,B&S
SMD,AOI,CONTAMINACION,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,CONTAMINACION,B&S,MAQUINA,BCM,B&S
SMD,AOI,CONTAMINACION,B&S,METODO,BCM,B&S
SMD,AOI,CORTOS,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,CORTOS,B&S,MAQUINA,BCM,B&S
SMD,AOI,CORTOS,B&S,METODO,BCM,B&S
SMD,AOI,DATAMATRIX ILEGIBLE,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,DATAMATRIX ILEGIBLE,B&S,MAQUINA,BCM,B&S
SMD,AOI,DATAMATRIX ILEGIBLE,B&S,METODO,BCM,B&S
SMD,AOI,DATAMATRIX INCORRECTA,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,DATAMATRIX INCORRECTA,B&S,METODO,BCM,B&S
SMD,AOI,DESPLAZADOS,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,DESPLAZADOS,B&S,MAQUINA,BCM,B&S
SMD,AOI,DESPLAZADOS,B&S,METODO,BCM,B&S
SMD,AOI,DESPLAZADOS PO GUIA CENTRAL,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,DESPLAZADOS PO GUIA CENTRAL,B&S,MAQUINA,BCM,B&S
SMD,AOI,DESPLAZADOS PO GUIA CENTRAL,B&S,METODO,BCM,B&S
SMD,AOI,FALLA DE VISION,B&S,MAQUINA,BCM,B&S
SMD,AOI,FALLA DE VISION,B&S,METODO,BCM,B&S
SMD,AOI,FALLA SENSIBILIDAD,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,FALLA SENSIBILIDAD,B&S,MAQUINA,BCM,B&S
SMD,AOI,FALLA SENSIBILIDAD,B&S,METODO,BCM,B&S
SMD,AOI,FALTANTES,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,FALTANTES,B&S,MAQUINA,BCM,B&S
SMD,AOI,FALTANTES,B&S,METODO,BCM,B&S
SMD,AOI,FEEDER DAÑADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,FEEDER DAÑADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,FEEDER DAÑADO,B&S,METODO,BCM,B&S
SMD,AOI,FLUJO INADECUADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,FLUJO INADECUADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,FLUJO INADECUADO,B&S,METODO,BCM,B&S
SMD,AOI,IMPRESION DESPLAZADA,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,IMPRESION DESPLAZADA,B&S,MAQUINA,BCM,B&S
SMD,AOI,IMPRESION DESPLAZADA,B&S,METODO,BCM,B&S
SMD,AOI,INDICE VIEJO,B&S,METODO,BCM,B&S
SMD,AOI,INSUFICIENCIA,B&S,MAQUINA,BCM,B&S
SMD,AOI,INSUFICIENCIA,B&S,METODO,BCM,B&S
SMD,AOI,PANEL ABORTADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,PANEL ABORTADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,PANEL ABORTADO,B&S,METODO,BCM,B&S
SMD,AOI,PANEL ATORADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,PANEL ATORADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,PANEL ATORADO,B&S,METODO,BCM,B&S
SMD,AOI,PANEL ENCIMADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,PANEL ENCIMADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,PANEL ENCIMADO,B&S,METODO,BCM,B&S
SMD,AOI,PANEL QUEBRADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,PANEL QUEBRADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,PANEL QUEBRADO,B&S,METODO,BCM,B&S
SMD,AOI,PANEL QUEMADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,PANEL QUEMADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,PANEL QUEMADO,B&S,METODO,BCM,B&S
SMD,AOI,PASTA ALTA,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,PASTA ALTA,B&S,MAQUINA,BCM,B&S
SMD,AOI,PASTA ALTA,B&S,METODO,BCM,B&S
SMD,AOI,PASTA SIN REFLUIR,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,PASTA SIN REFLUIR,B&S,MAQUINA,BCM,B&S
SMD,AOI,PASTA SIN REFLUIR,B&S,METODO,BCM,B&S
SMD,AOI,PIN ELEVADO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,PIN ELEVADO,B&S,MAQUINA,BCM,B&S
SMD,AOI,PIN ELEVADO,B&S,METODO,BCM,B&S
SMD,AOI,PIN ELEVADO,B&S,PROVEEDOR,BCM,B&S
SMD,AOI,POLARIDAD INVERTIDA,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,POLARIDAD INVERTIDA,B&S,MAQUINA,BCM,B&S
SMD,AOI,POLARIDAD INVERTIDA,B&S,METODO,BCM,B&S
SMD,AOI,TOMBSTONE,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,TOMBSTONE,B&S,MAQUINA,BCM,B&S
SMD,AOI,TOMBSTONE,B&S,METODO,BCM,B&S
SMD,AOI,UNIDAD CAIDA AL PISO,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,UNIDAD CAIDA AL PISO,B&S,MAQUINA,BCM,B&S
SMD,AOI,UNIDAD CAIDA AL PISO,B&S,METODO,BCM,B&S
SMD,AOI,UNIDAD DE PRUEBA,B&S,METODO,BCM,B&S
SMD,AOI,UNIDAD QUEMADA,B&S,MANO DE OBRA,BCM,B&S
SMD,AOI,UNIDAD QUEMADA,B&S,MAQUINA,BCM,B&S
SMD,AOI,UNIDAD QUEMADA,B&S,METODO,BCM,B&S
SMD,ASYS,CAMBIO DE INGENIERIA,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,CAMBIO DE INGENIERIA,B&S,MAQUINA,BCM,B&S
SMD,ASYS,CAMBIO DE INGENIERIA,B&S,METODO,BCM,B&S
SMD,ASYS,COBRE EXPUESTO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,COBRE EXPUESTO,B&S,MAQUINA,BCM,B&S
SMD,ASYS,COBRE EXPUESTO,B&S,METODO,BCM,B&S
SMD,ASYS,COBRE EXPUESTO,B&S,PROVEEDOR,BCM,B&S
SMD,ASYS,COMPONENTE ARRANCADO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,COMPONENTE ARRANCADO,B&S,MAQUINA,BCM,B&S
SMD,ASYS,COMPONENTE ARRANCADO,B&S,METODO,BCM,B&S
SMD,ASYS,COMPONENTE FRACTURADO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,COMPONENTE FRACTURADO,B&S,MAQUINA,BCM,B&S
SMD,ASYS,COMPONENTE FRACTURADO,B&S,METODO,BCM,B&S
SMD,ASYS,CONTAMINACION,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,CONTAMINACION,B&S,MAQUINA,BCM,B&S
SMD,ASYS,CONTAMINACION,B&S,METODO,BCM,B&S
SMD,ASYS,CONTAMINACION,B&S,PROVEEDOR,BCM,B&S
SMD,ASYS,DATAMATRIX ILEGIBLE,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,DATAMATRIX ILEGIBLE,B&S,MAQUINA,BCM,B&S
SMD,ASYS,DATAMATRIX ILEGIBLE,B&S,METODO,BCM,B&S
SMD,ASYS,DATAMATRIX INCORRECTA,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,DATAMATRIX INCORRECTA,B&S,METODO,BCM,B&S
SMD,ASYS,DEFECTO DE PROVEEDOR,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,DEFECTO DE PROVEEDOR,B&S,MAQUINA,BCM,B&S
SMD,ASYS,DEFECTO DE PROVEEDOR,B&S,METODO,BCM,B&S
SMD,ASYS,DEFECTO DE PROVEEDOR,B&S,PROVEEDOR,BCM,B&S
SMD,ASYS,ERROR DE OPERACION,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,ERROR DE OPERACION,B&S,MAQUINA,BCM,B&S
SMD,ASYS,ERROR DE OPERACION,B&S,METODO,BCM,B&S
SMD,ASYS,INDICE VIEJO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,INDICE VIEJO,B&S,METODO,BCM,B&S
SMD,ASYS,MAL MANEJO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,MAL MANEJO,B&S,MAQUINA,BCM,B&S
SMD,ASYS,MAL MANEJO,B&S,METODO,BCM,B&S
SMD,ASYS,MATERIAL OBSOLETO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,MATERIAL OBSOLETO,B&S,MAQUINA,BCM,B&S
SMD,ASYS,MATERIAL OBSOLETO,B&S,METODO,BCM,B&S
SMD,ASYS,PANEL ABORTADO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,PANEL ABORTADO,B&S,MAQUINA,BCM,B&S
SMD,ASYS,PANEL ABORTADO,B&S,METODO,BCM,B&S
SMD,ASYS,PANEL ATORADO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,PANEL ATORADO,B&S,MAQUINA,BCM,B&S
SMD,ASYS,PANEL ATORADO,B&S,METODO,BCM,B&S
SMD,ASYS,PANEL ENCIMADO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,PANEL ENCIMADO,B&S,MAQUINA,BCM,B&S
SMD,ASYS,PANEL ENCIMADO,B&S,METODO,BCM,B&S
SMD,ASYS,PANEL QUEBRADO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,PANEL QUEBRADO,B&S,MAQUINA,BCM,B&S
SMD,ASYS,PANEL QUEBRADO,B&S,METODO,BCM,B&S
SMD,ASYS,UNIDAD CAIDA AL PISO,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,UNIDAD CAIDA AL PISO,B&S,MAQUINA,BCM,B&S
SMD,ASYS,UNIDAD CAIDA AL PISO,B&S,METODO,BCM,B&S
SMD,ASYS,UNIDAD DAÑADA,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,UNIDAD DAÑADA,B&S,MAQUINA,BCM,B&S
SMD,ASYS,UNIDAD DAÑADA,B&S,METODO,BCM,B&S
SMD,ASYS,UNIDAD DE PRUEBA,B&S,METODO,BCM,B&S
SMD,ASYS,UNIDAD GOLPEADA,B&S,MANO DE OBRA,BCM,B&S
SMD,ASYS,UNIDAD GOLPEADA,B&S,MAQUINA,BCM,B&S
SMD,ASYS,UNIDAD GOLPEADA,B&S,METODO,BCM,B&S
SMD,DEK,ADICIONAL,B&S,MAQUINA,BCM,B&S
SMD,DEK,ADICIONAL,B&S,METODO,BCM,B&S
SMD,DEK,BARRIDA,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,BARRIDA,B&S,MAQUINA,BCM,B&S
SMD,DEK,BARRIDA,B&S,METODO,BCM,B&S
SMD,DEK,BARRIDA,B&S,PROVEEDOR,BCM,B&S
SMD,DEK,CANTO,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,CANTO,B&S,MAQUINA,BCM,B&S
SMD,DEK,CANTO,B&S,METODO,BCM,B&S
SMD,DEK,COBRE EXPUESTO,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,COBRE EXPUESTO,B&S,MAQUINA,BCM,B&S
SMD,DEK,COBRE EXPUESTO,B&S,METODO,BCM,B&S
SMD,DEK,COBRE EXPUESTO,B&S,PROVEEDOR,BCM,B&S
SMD,DEK,COMP INVERTIDO,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,COMP INVERTIDO,B&S,MAQUINA,BCM,B&S
SMD,DEK,COMP INVERTIDO,B&S,METODO,BCM,B&S
SMD,DEK,COMPONENTE DE CABEZA,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,COMPONENTE DE CABEZA,B&S,MAQUINA,BCM,B&S
SMD,DEK,COMPONENTE DE CABEZA,B&S,METODO,BCM,B&S
SMD,DEK,COMPONENTE ELEVADO,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,COMPONENTE ELEVADO,B&S,MAQUINA,BCM,B&S
SMD,DEK,COMPONENTE ELEVADO,B&S,METODO,BCM,B&S
SMD,DEK,COMPONENTE EQUIVOCADO,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,COMPONENTE EQUIVOCADO,B&S,MAQUINA,BCM,B&S
SMD,DEK,COMPONENTE EQUIVOCADO,B&S,METODO,BCM,B&S
SMD,DEK,COMPONENTE EQUIVOCADO,B&S,PROVEEDOR,BCM,B&S
SMD,DEK,COMPONENTE FRACTURADO,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,COMPONENTE FRACTURADO,B&S,MAQUINA,BCM,B&S
SMD,DEK,COMPONENTE FRACTURADO,B&S,METODO,BCM,B&S
SMD,DEK,COMPONENTE GIRADO,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,COMPONENTE GIRADO,B&S,MAQUINA,BCM,B&S
SMD,DEK,COMPONENTE GIRADO,B&S,METODO,BCM,B&S
SMD,DEK,COMPONENTE MAL COLOCADO,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,COMPONENTE MAL COLOCADO,B&S,MAQUINA,BCM,B&S
SMD,DEK,COMPONENTE MAL COLOCADO,B&S,METODO,BCM,B&S
SMD,DEK,CONTAMINACION,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,CONTAMINACION,B&S,MAQUINA,BCM,B&S
SMD,DEK,CONTAMINACION,B&S,METODO,BCM,B&S
SMD,DEK,CONTAMINACION,B&S,PROVEEDOR,BCM,B&S
SMD,DEK,CORTOS,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,CORTOS,B&S,MAQUINA,BCM,B&S
SMD,DEK,CORTOS,B&S,METODO,BCM,B&S
SMD,DEK,DATAMATRIX ILEGIBLE,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,DATAMATRIX ILEGIBLE,B&S,MAQUINA,BCM,B&S
SMD,DEK,DATAMATRIX ILEGIBLE,B&S,METODO,BCM,B&S
SMD,DEK,DATAMATRIX INCORRECTA,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,DATAMATRIX INCORRECTA,B&S,METODO,BCM,B&S
SMD,DEK,DESPLAZADOS,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,DESPLAZADOS,B&S,MAQUINA,BCM,B&S
SMD,DEK,DESPLAZADOS,B&S,METODO,BCM,B&S
SMD,DEK,DESPLAZADOS PO GUIA CENTRAL,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,DESPLAZADOS PO GUIA CENTRAL,B&S,MAQUINA,BCM,B&S
SMD,DEK,DESPLAZADOS PO GUIA CENTRAL,B&S,METODO,BCM,B&S
SMD,DEK,EXCESO DE SOLDADURA,B&S,MANO DE OBRA,BCM,B&S
SMD,DEK,EXCESO DE SOLDADURA,B&S,MAQUINA,BCM,B&S
