area,tecnologia,defecto,causa,division,proyecto,,
SMD,IMPRESION DE PASTA,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,COBRE EXPUESTO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,COBRE EXPUESTO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,COBRE EXPUESTO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,COBRE EXPUESTO,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,DATA MATRIX DUPLICADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,DATA MATRIX DUPLICADO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,DATA MATRIX ILEGIBLE,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,DATA MATRIX ILEGIBLE,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,DATA MATRIX INCORRECTO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,DATA MATRIX INCORRECTO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,LIBERACIÓN DE EQUIPO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,MATERIAL OBSOLETO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,PANEL ATORADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,PANEL ATORADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,PANEL ATORADO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,LASER,SIN IMPRESIÓN DE DATA MATRIX,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE ADICIONAL,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE ARRANCADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE ARRANCADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE BOCA BAJO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE BOCA BAJO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE CON POLARIDAD INVERTIDA,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE CON POLARIDAD INVERTIDA,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE DAÑADO (GOLPEADO),MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE DAÑADO (GOLPEADO),MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE DAÑADO (GOLPEADO),METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE DAÑADO (GOLPEADO),PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE DE CANTO (DE LADO),MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE DE CANTO (DE LADO),METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE EQUIVOCADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE EQUIVOCADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE EQUIVOCADO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE EQUIVOCADO,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE FALTANTE,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,COMPONENTE FALTANTE,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,CORTOS /PUENTE DE SOLDADURA,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,CORTOS /PUENTE DE SOLDADURA,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,CORTOS /PUENTE DE SOLDADURA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,DESPLAZADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,DESPLAZADO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,LIBERACIÓN DE EQUIPO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,MATERIAL OBSOLETO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,PANEL ATORADO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,PANEL ATORADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,PANEL ATORADO,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,PCB ABORTADO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,PIN ELEVADO ,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,PIN ELEVADO ,MAQUINA  ,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,PIN ELEVADO ,PROVEEDOR,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,PRUEBAS DE INGENIERIA,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,SET UP EQUIPO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,SET UP EQUIPO,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,SIN PRUEBA ANTERIOR,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,TOMBSTONE,MAQUINA,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,TOMBSTONE,METODO,PSAD,DAIMLER STAR2_ISC,,
SMD,SIPLACE,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,DAIMLER STAR2_ISC,,
